image_id,category_id,area,bbox,iscrowd,id,x_min,x_center,x_max,y_min,y_center,y_max,w,h,bbox_count,object_count,stratify_group,fold
5,7,7963.68,"[948.5, 0.0, 75.2, 105.9]",0,29,948.5,986.1,1023.7,0.0,52.95,105.9,75.2,105.9,22,4,4_2,4
5,7,229774.6,"[55.5, 0.0, 961.4, 239.0]",0,30,55.5,536.2,1016.9,0.0,119.5,239.0,961.4,239.0,22,4,4_2,4
5,1,4798.99,"[68.1, 66.5, 125.3, 38.3]",0,31,68.1,130.75,193.4,66.5,85.65,104.8,125.3,38.3,22,4,4_2,4
5,1,16733.1,"[181.2, 70.3, 173.4, 96.5]",0,32,181.2,267.9,354.6,70.3,118.55,166.8,173.4,96.5,22,4,4_2,4
5,7,143643.78,"[0.0, 129.3, 333.9, 430.2]",0,33,0.0,166.95,333.9,129.3,344.4,559.5,333.9,430.2,22,4,4_2,4
5,1,283065.78,"[60.6, 271.2, 605.1, 467.8]",0,34,60.6,363.15,665.7,271.2,505.1,739.0,605.1,467.8,22,4,4_2,4
5,1,172289.5,"[104.6, 278.6, 543.5, 317.0]",0,35,104.6,376.35,648.1,278.6,437.1,595.6,543.5,317.0,22,4,4_2,4
5,0,3099.12,"[98.5, 612.3, 69.8, 44.4]",0,36,98.5,133.4,168.3,612.3,634.5,656.6999999999999,69.8,44.4,22,4,4_2,4
5,1,110969.7,"[495.7, 627.6, 345.7, 321.0]",0,37,495.7,668.55,841.4,627.6,788.1,948.6,345.7,321.0,22,4,4_2,4
5,5,3693.89,"[925.5, 97.3, 52.1, 70.9]",0,38,925.5,951.55,977.6,97.3,132.75,168.2,52.1,70.9,22,4,4_2,4
5,0,7761.0,"[471.4, 422.3, 130.0, 59.7]",0,39,471.4,536.4,601.4,422.3,452.15,482.0,130.0,59.7,22,4,4_2,4
6,1,222913.17,"[351.7, 269.9, 398.7, 559.1]",0,40,351.7,551.05,750.4,269.9,549.45,829.0,398.7,559.1,1,1,1_0,2
7,9,358485.73,"[109.0, 104.7, 751.7, 476.9]",0,41,109.0,484.85,860.7,104.7,343.15,581.6,751.7,476.9,2,1,1_0,1
7,9,391485.88,"[95.4, 438.7, 708.7, 552.4]",0,42,95.4,449.75,804.1,438.7,714.9,991.1,708.7,552.4,2,1,1_0,1
8,6,251634.04,"[51.8, 0.0, 635.6, 395.9]",0,43,51.8,369.6,687.4,0.0,197.95,395.9,635.6,395.9,7,3,3_0,2
8,0,5884.18,"[74.8, 258.0, 246.2, 23.9]",0,44,74.8,197.9,321.0,258.0,269.95,281.9,246.2,23.9,7,3,3_0,2
8,7,87462.75,"[170.3, 0.0, 415.5, 210.5]",0,45,170.3,378.05,585.8,0.0,105.25,210.5,415.5,210.5,7,3,3_0,2
8,7,67004.52,"[0.0, 161.8, 101.2, 662.1]",0,46,0.0,50.6,101.2,161.8,492.85,823.9000000000001,101.2,662.1,7,3,3_0,2
8,7,22753.44,"[86.0, 0.0, 183.2, 124.2]",0,47,86.0,177.6,269.2,0.0,62.1,124.2,183.2,124.2,7,3,3_0,2
8,7,40690.68,"[0.0, 0.0, 192.3, 211.6]",0,48,0.0,96.15,192.3,0.0,105.8,211.6,192.3,211.6,7,3,3_0,2
8,7,559347.65,"[44.4, 135.9, 745.3, 750.5]",0,49,44.4,417.05,789.6999999999999,135.9,511.15,886.4,745.3,750.5,7,3,3_0,2
9,2,168024.78,"[308.4, 281.3, 404.1, 415.8]",0,50,308.4,510.45,712.5,281.3,489.2000000000001,697.1,404.1,415.8,1,1,1_0,3
10,0,102452.04,"[377.9, 255.0, 368.4, 278.1]",0,51,377.9,562.0999999999999,746.3,255.0,394.05,533.1,368.4,278.1,1,1,1_0,2
11,0,13126.08,"[446.6, 445.2, 96.8, 135.6]",0,52,446.6,495.0,543.4,445.2,513.0,580.8,96.8,135.6,1,1,1_0,1
12,1,396229.4,"[146.0, 441.9, 775.4, 511.0]",0,53,146.0,533.7,921.4,441.9,697.4,952.9,775.4,511.0,3,1,1_0,4
12,1,53411.04,"[274.8, 540.1, 383.7, 139.2]",0,54,274.8,466.65,658.5,540.1,609.7,679.3,383.7,139.2,3,1,1_0,4
12,1,94348.24,"[276.3, 334.6, 356.3, 264.8]",0,55,276.3,454.4500000000001,632.6,334.6,467.0,599.4000000000001,356.3,264.8,3,1,1_0,4
13,6,16522.19,"[99.9, 58.9, 139.9, 118.1]",0,56,99.9,169.85000000000002,239.8,58.9,117.95,177.0,139.9,118.1,16,5,5_1,1
13,7,56487.12,"[746.7, 167.6, 223.8, 252.4]",0,57,746.7,858.6,970.5,167.6,293.8,420.0,223.8,252.4,16,5,5_1,1
13,7,17687.12,"[0.0, 0.0, 111.1, 159.2]",0,58,0.0,55.55,111.1,0.0,79.6,159.2,111.1,159.2,16,5,5_1,1
13,6,14725.8,"[59.3, 0.0, 181.8, 81.0]",0,59,59.3,150.2,241.1,0.0,40.5,81.0,181.8,81.0,16,5,5_1,1
13,7,86417.16,"[629.2, 24.9, 341.3, 253.2]",0,60,629.2,799.85,970.5,24.9,151.5,278.1,341.3,253.2,16,5,5_1,1
13,1,13110.51,"[0.0, 159.5, 104.3, 125.7]",0,61,0.0,52.15,104.3,159.5,222.35,285.2,104.3,125.7,16,5,5_1,1
13,1,105259.7,"[0.0, 473.4, 301.0, 349.7]",0,62,0.0,150.5,301.0,473.4,648.25,823.0999999999999,301.0,349.7,16,5,5_1,1
13,1,60018.75,"[0.0, 266.9, 247.5, 242.5]",0,63,0.0,123.75,247.5,266.9,388.15,509.4,247.5,242.5,16,5,5_1,1
13,7,602870.0,"[72.5, 112.0, 835.0, 722.0]",0,64,72.5,490.0,907.5,112.0,473.0,834.0,835.0,722.0,16,5,5_1,1
13,1,2338.92,"[485.2, 173.2, 65.7, 35.6]",0,65,485.2,518.05,550.9,173.2,191.0,208.8,65.7,35.6,16,5,5_1,1
13,3,22196.76,"[325.1, 457.7, 169.7, 130.8]",0,66,325.1,409.9500000000001,494.8,457.7,523.1,588.5,169.7,130.8,16,5,5_1,1
13,5,62352.12,"[484.6, 145.8, 226.9, 274.8]",0,67,484.6,598.0500000000001,711.5,145.8,283.20000000000005,420.6,226.9,274.8,16,5,5_1,1
13,5,47748.0,"[572.6, 538.9, 276.0, 173.0]",0,68,572.6,710.6,848.6,538.9,625.4,711.9,276.0,173.0,16,5,5_1,1
13,5,35448.7,"[136.1, 355.0, 311.5, 113.8]",0,69,136.1,291.85,447.6,355.0,411.9,468.8,311.5,113.8,16,5,5_1,1
13,5,68433.5,"[459.2, 335.2, 329.8, 207.5]",0,70,459.2,624.1,789.0,335.2,438.95,542.7,329.8,207.5,16,5,5_1,1
13,5,40667.06,"[611.2, 450.0, 244.1, 166.6]",0,71,611.2,733.25,855.3000000000001,450.0,533.3,616.6,244.1,166.6,16,5,5_1,1
14,9,186197.9,"[586.4, 194.4, 288.5, 645.4]",0,72,586.4,730.65,874.9,194.4,517.1,839.8,288.5,645.4,5,3,3_0,2
14,9,197977.44,"[158.5, 260.7, 332.4, 595.6]",0,73,158.5,324.7,490.9,260.7,558.5,856.3,332.4,595.6,5,3,3_0,2
14,7,57957.5,"[118.9, 0.0, 239.0, 242.5]",0,74,118.9,238.4,357.9,0.0,121.25,242.5,239.0,242.5,5,3,3_0,2
14,9,40297.99,"[175.7, 97.9, 171.7, 234.7]",0,75,175.7,261.54999999999995,347.4,97.9,215.25,332.6,171.7,234.7,5,3,3_0,2
14,3,5270.52,"[909.2, 929.9, 66.8, 78.9]",0,76,909.2,942.6,976.0,929.9,969.35,1008.8,66.8,78.9,5,3,3_0,2
15,6,4887.96,"[844.2, 499.5, 48.3, 101.2]",0,77,844.2,868.35,892.5,499.5,550.1,600.7,48.3,101.2,3,2,2_0,0
15,3,138850.34,"[423.9, 390.4, 424.1, 327.4]",0,78,423.9,635.95,848.0,390.4,554.0999999999999,717.8,424.1,327.4,3,2,2_0,0
15,6,5897.64,"[885.6, 577.0, 71.4, 82.6]",0,79,885.6,921.3,957.0,577.0,618.3,659.6,71.4,82.6,3,2,2_0,0
16,6,348151.91,"[306.8, 178.8, 569.9, 610.9]",0,80,306.8,591.75,876.7,178.8,484.25,789.7,569.9,610.9,1,1,1_0,0
17,0,305691.87,"[238.5, 273.7, 502.7, 608.1]",0,81,238.5,489.85,741.2,273.7,577.75,881.8,502.7,608.1,1,1,1_0,0
18,6,35072.1,"[321.7, 504.4, 556.7, 63.0]",0,82,321.7,600.05,878.4000000000001,504.4,535.9,567.4,556.7,63.0,11,3,3_1,1
18,6,44261.98,"[341.7, 471.1, 541.1, 81.8]",0,83,341.7,612.25,882.8,471.1,512.0,552.9,541.1,81.8,11,3,3_1,1
18,6,113387.5,"[320.0, 348.4, 587.5, 193.0]",0,84,320.0,613.75,907.5,348.4,444.9,541.4,587.5,193.0,11,3,3_1,1
18,6,68328.14,"[368.8, 231.6, 422.3, 161.8]",0,85,368.8,579.95,791.1,231.6,312.5,393.4,422.3,161.8,11,3,3_1,1
18,7,102801.65,"[309.5, 474.7, 350.5, 293.3]",0,86,309.5,484.75,660.0,474.7,621.35,768.0,350.5,293.3,11,3,3_1,1
18,6,51485.06,"[370.5, 166.6, 429.4, 119.9]",0,87,370.5,585.2,799.9,166.6,226.55,286.5,429.4,119.9,11,3,3_1,1
18,7,186956.7,"[0.0, 511.0, 490.7, 381.0]",0,88,0.0,245.35,490.7,511.0,701.5,892.0,490.7,381.0,11,3,3_1,1
18,6,253722.28,"[440.6, 529.5, 513.4, 494.2]",0,89,440.6,697.3,954.0,529.5,776.6,1023.7,513.4,494.2,11,3,3_1,1
18,7,80656.14,"[361.7, 257.0, 305.4, 264.1]",0,90,361.7,514.4,667.0999999999999,257.0,389.05,521.1,305.4,264.1,11,3,3_1,1
18,7,47459.16,"[447.0, 65.8, 305.4, 155.4]",0,91,447.0,599.7,752.4,65.8,143.5,221.2,305.4,155.4,11,3,3_1,1
18,3,2771.2,"[737.2, 336.8, 43.3, 64.0]",0,92,737.2,758.85,780.5,336.8,368.8,400.8,43.3,64.0,11,3,3_1,1
19,2,3545.24,"[12.2, 508.2, 67.4, 52.6]",0,93,12.2,45.900000000000006,79.60000000000001,508.2,534.5,560.8,67.4,52.6,10,5,5_1,1
19,7,73664.64,"[580.1, 0.8, 352.8, 208.8]",0,94,580.1,756.5,932.9,0.8,105.2,209.6,352.8,208.8,10,5,5_1,1
19,7,33360.96,"[0.0, 0.0, 224.2, 148.8]",0,95,0.0,112.1,224.2,0.0,74.4,148.8,224.2,148.8,10,5,5_1,1
19,7,115807.72,"[164.2, 0.0, 540.4, 214.3]",0,96,164.2,434.4,704.5999999999999,0.0,107.15,214.3,540.4,214.3,10,5,5_1,1
19,7,188033.6,"[0.0, 95.5, 446.0, 421.6]",0,97,0.0,223.0,446.0,95.5,306.3,517.1,446.0,421.6,10,5,5_1,1
19,7,173482.56,"[0.0, 321.5, 465.6, 372.6]",0,98,0.0,232.8,465.6,321.5,507.8,694.1,465.6,372.6,10,5,5_1,1
19,0,2472.92,"[965.1, 385.0, 58.6, 42.2]",0,99,965.1,994.4,1023.7,385.0,406.1,427.2,58.6,42.2,10,5,5_1,1
19,3,2171.6,"[224.2, 346.7, 61.0, 35.6]",0,100,224.2,254.7,285.2,346.7,364.5,382.3,61.0,35.6,10,5,5_1,1
19,1,4783.62,"[262.1, 355.6, 130.7, 36.6]",0,101,262.1,327.45000000000005,392.8,355.6,373.9,392.2000000000001,130.7,36.6,10,5,5_1,1
19,7,535229.24,"[377.6, 104.6, 646.1, 828.4]",0,102,377.6,700.6500000000001,1023.7,104.6,518.8,933.0,646.1,828.4,10,5,5_1,1
20,7,117079.82,"[254.3, 276.6, 371.8, 314.9]",0,103,254.3,440.2000000000001,626.1,276.6,434.05,591.5,371.8,314.9,1,1,1_0,2
21,7,220027.64,"[547.8, 0.0, 458.2, 480.2]",0,104,547.8,776.9,1006.0,0.0,240.1,480.2,458.2,480.2,10,1,1_1,3
21,7,68546.24,"[256.8, 0.0, 301.7, 227.2]",0,105,256.8,407.65,558.5,0.0,113.6,227.2,301.7,227.2,10,1,1_1,3
21,7,69169.8,"[581.3, 194.7, 180.6, 383.0]",0,106,581.3,671.5999999999999,761.9,194.7,386.2,577.7,180.6,383.0,10,1,1_1,3
21,7,30169.76,"[439.6, 130.4, 154.4, 195.4]",0,107,439.6,516.8000000000001,594.0,130.4,228.1,325.8,154.4,195.4,10,1,1_1,3
21,7,40717.0,"[290.8, 158.1, 190.0, 214.3]",0,108,290.8,385.8,480.8,158.1,265.25,372.4,190.0,214.3,10,1,1_1,3
21,7,83030.25,"[290.3, 213.3, 223.5, 371.5]",0,109,290.3,402.05,513.8,213.3,399.05,584.8,223.5,371.5,10,1,1_1,3
21,7,31273.2,"[476.2, 266.2, 126.0, 248.2]",0,110,476.2,539.2,602.2,266.2,390.3,514.4,126.0,248.2,10,1,1_1,3
21,7,45219.9,"[492.4, 507.9, 193.0, 234.3]",0,111,492.4,588.9,685.4,507.9,625.05,742.2,193.0,234.3,10,1,1_1,3
21,7,77888.58,"[283.2, 497.4, 219.9, 354.2]",0,112,283.2,393.15,503.1,497.4,674.5,851.5999999999999,219.9,354.2,10,1,1_1,3
21,7,8881.83,"[295.4, 119.2, 74.7, 118.9]",0,113,295.4,332.75,370.1,119.2,178.65,238.1,74.7,118.9,10,1,1_1,3
22,3,48510.0,"[458.5, 7.4, 176.4, 275.0]",0,114,458.5,546.7,634.9,7.4,144.9,282.4,176.4,275.0,2,1,1_0,2
22,3,240330.24,"[59.3, 631.9, 820.8, 292.8]",0,115,59.3,469.7,880.0999999999999,631.9,778.3,924.7,820.8,292.8,2,1,1_0,2
23,0,342823.66,"[233.7, 341.0, 711.4, 481.9]",0,116,233.7,589.4,945.1,341.0,581.95,822.9,711.4,481.9,1,1,1_0,4
24,0,176296.5,"[381.3, 311.6, 405.0, 435.3]",0,117,381.3,583.8,786.3,311.6,529.25,746.9000000000001,405.0,435.3,1,1,1_0,1
25,0,143371.8,"[280.0, 276.6, 429.0, 334.2]",0,118,280.0,494.5,709.0,276.6,443.7000000000001,610.8,429.0,334.2,1,1,1_0,2
26,9,210595.0,"[153.4, 219.1, 273.5, 770.0]",0,119,153.4,290.15,426.9,219.1,604.1,989.1,273.5,770.0,2,1,1_0,1
26,9,196047.9,"[406.3, 284.1, 274.5, 714.2]",0,120,406.3,543.55,680.8,284.1,641.2,998.3,274.5,714.2,2,1,1_0,1
27,0,145376.1,"[816.8, 96.2, 207.0, 702.3]",0,121,816.8,920.3,1023.8,96.2,447.35,798.5,207.0,702.3,3,2,2_0,4
27,0,253580.16,"[272.3, 375.5, 731.2, 346.8]",0,122,272.3,637.9000000000001,1003.5,375.5,548.9,722.3,731.2,346.8,3,2,2_0,4
27,5,107428.64,"[331.2, 418.9, 272.8, 393.8]",0,123,331.2,467.6,604.0,418.9,615.8,812.7,272.8,393.8,3,2,2_0,4
28,0,4255.09,"[516.1, 631.2, 68.3, 62.3]",0,124,516.1,550.25,584.4,631.2,662.35,693.5,68.3,62.3,4,3,3_0,4
28,2,81884.11,"[483.0, 248.2, 212.3, 385.7]",0,125,483.0,589.15,695.3,248.2,441.05,633.9,212.3,385.7,4,3,3_0,4
28,5,17509.94,"[328.6, 244.1, 126.7, 138.2]",0,126,328.6,391.9500000000001,455.3,244.1,313.2,382.3,126.7,138.2,4,3,3_0,4
28,0,36600.08,"[175.7, 672.5, 437.8, 83.6]",0,127,175.7,394.6,613.5,672.5,714.3,756.1,437.8,83.6,4,3,3_0,4
29,4,193631.76,"[130.0, 586.8, 522.2, 370.8]",0,128,130.0,391.1,652.2,586.8,772.1999999999999,957.6,522.2,370.8,5,2,2_0,4
29,0,5178.8,"[399.6, 222.5, 48.4, 107.0]",0,129,399.6,423.8,448.0,222.5,276.0,329.5,48.4,107.0,5,2,2_0,4
29,4,98600.08,"[171.7, 309.8, 377.2, 261.4]",0,130,171.7,360.3,548.9,309.8,440.5,571.2,377.2,261.4,5,2,2_0,4
29,0,262287.69,"[0.0, 3.7, 553.7, 473.7]",0,131,0.0,276.85,553.7,3.7,240.55,477.4,553.7,473.7,5,2,2_0,4
29,0,80547.72,"[427.3, 6.4, 263.4, 305.8]",0,132,427.3,559.0,690.7,6.4,159.3,312.2,263.4,305.8,5,2,2_0,4
30,0,366753.8,"[125.0, 219.9, 760.9, 482.0]",0,133,125.0,505.45,885.9,219.9,460.9,701.9,760.9,482.0,1,1,1_0,0
31,0,257499.2,"[389.3, 0.0, 464.8, 554.0]",0,134,389.3,621.7,854.1,0.0,277.0,554.0,464.8,554.0,3,2,2_0,4
31,3,117241.94,"[359.6, 445.3, 358.1, 327.4]",0,135,359.6,538.6500000000001,717.7,445.3,609.0,772.7,358.1,327.4,3,2,2_0,4
31,0,23266.88,"[748.7, 159.5, 131.6, 176.8]",0,136,748.7,814.5,880.3000000000001,159.5,247.9,336.3,131.6,176.8,3,2,2_0,4
32,6,5875.76,"[762.6, 398.5, 48.4, 121.4]",0,137,762.6,786.8000000000001,811.0,398.5,459.2,519.9,48.4,121.4,14,5,5_1,0
32,0,1044.2,"[781.2, 471.4, 22.7, 46.0]",0,138,781.2,792.5500000000001,803.9000000000001,471.4,494.4,517.4,22.7,46.0,14,5,5_1,0
32,7,164631.08,"[332.9, 145.8, 638.6, 257.8]",0,139,332.9,652.2,971.5,145.8,274.70000000000005,403.6,638.6,257.8,14,5,5_1,0
32,3,1884.68,"[441.6, 186.9, 50.8, 37.1]",0,140,441.6,467.0,492.4,186.9,205.45,224.0,50.8,37.1,14,5,5_1,0
32,3,1175.76,"[95.8, 262.3, 55.2, 21.3]",0,141,95.8,123.4,151.0,262.3,272.95,283.6,55.2,21.3,14,5,5_1,0
32,7,9606.84,"[158.1, 470.6, 71.8, 133.8]",0,142,158.1,194.0,229.9,470.6,537.5,604.4000000000001,71.8,133.8,14,5,5_1,0
32,7,149484.9,"[149.7, 658.0, 650.5, 229.8]",0,143,149.7,474.95,800.2,658.0,772.9,887.8,650.5,229.8,14,5,5_1,0
32,7,1756.86,"[750.1, 735.0, 62.3, 28.2]",0,144,750.1,781.25,812.4,735.0,749.1,763.2,62.3,28.2,14,5,5_1,0
32,5,28801.0,"[753.4, 551.9, 138.8, 207.5]",0,145,753.4,822.8,892.2,551.9,655.65,759.4,138.8,207.5,14,5,5_1,0
32,0,1296.3,"[819.8, 640.8, 44.7, 29.0]",0,146,819.8,842.15,864.5,640.8,655.3,669.8,44.7,29.0,14,5,5_1,0
32,0,1050.42,"[838.1, 616.1, 42.7, 24.6]",0,147,838.1,859.45,880.8000000000001,616.1,628.4,640.7,42.7,24.6,14,5,5_1,0
32,0,5383.08,"[866.2, 594.0, 68.4, 78.7]",0,148,866.2,900.4000000000001,934.6,594.0,633.35,672.7,68.4,78.7,14,5,5_1,0
32,7,255760.02,"[207.2, 509.0, 681.3, 375.4]",0,149,207.2,547.8499999999999,888.5,509.0,696.7,884.4,681.3,375.4,14,5,5_1,0
32,7,476226.96,"[118.5, 220.7, 784.3, 607.2]",0,150,118.5,510.65,902.8,220.7,524.3,827.9000000000001,784.3,607.2,14,5,5_1,0
33,9,101176.92,"[301.0, 199.1, 202.8, 498.9]",0,151,301.0,402.4,503.8,199.1,448.55,698.0,202.8,498.9,2,1,1_0,1
33,9,111109.44,"[431.7, 212.2, 226.2, 491.2]",0,152,431.7,544.8,657.9,212.2,457.8,703.4,226.2,491.2,2,1,1_0,1
34,7,357343.98,"[214.0, 168.6, 583.8, 612.1]",0,153,214.0,505.9,797.8,168.6,474.65,780.7,583.8,612.1,1,1,1_0,1
35,2,142263.69,"[369.8, 399.7, 346.9, 410.1]",0,154,369.8,543.25,716.7,399.7,604.75,809.8,346.9,410.1,1,1,1_0,2
36,1,7804.8,"[135.1, 820.5, 96.0, 81.3]",0,155,135.1,183.1,231.1,820.5,861.15,901.8,96.0,81.3,3,2,2_0,4
36,7,10972.19,"[469.6, 804.2, 123.7, 88.7]",0,156,469.6,531.45,593.3000000000001,804.2,848.5500000000001,892.9000000000001,123.7,88.7,3,2,2_0,4
36,7,8251.47,"[816.0, 806.3, 150.3, 54.9]",0,157,816.0,891.15,966.3,806.3,833.75,861.1999999999999,150.3,54.9,3,2,2_0,4
37,0,223585.92,"[282.1, 313.7, 544.8, 410.4]",0,158,282.1,554.5,826.9,313.7,518.9,724.0999999999999,544.8,410.4,1,1,1_0,0
38,5,1972.0,"[146.3, 246.6, 40.0, 49.3]",0,159,146.3,166.3,186.3,246.6,271.25,295.9,40.0,49.3,14,3,3_1,4
38,7,34184.52,"[170.7, 158.7, 242.1, 141.2]",0,160,170.7,291.75,412.8,158.7,229.3,299.9,242.1,141.2,14,3,3_1,4
38,7,52635.59,"[352.8, 187.7, 272.3, 193.3]",0,161,352.8,488.9500000000001,625.1,187.7,284.35,381.0,272.3,193.3,14,3,3_1,4
38,7,62924.64,"[114.5, 259.0, 311.2, 202.2]",0,162,114.5,270.1,425.7,259.0,360.1,461.2,311.2,202.2,14,3,3_1,4
38,1,2025.38,"[423.6, 213.8, 51.8, 39.1]",0,163,423.6,449.5,475.4,213.8,233.35,252.9,51.8,39.1,14,3,3_1,4
38,7,17232.18,"[442.2, 150.1, 186.9, 92.2]",0,164,442.2,535.65,629.1,150.1,196.2,242.3,186.9,92.2,14,3,3_1,4
38,5,2457.51,"[340.7, 283.4, 67.7, 36.3]",0,165,340.7,374.55,408.4,283.4,301.54999999999995,319.7,67.7,36.3,14,3,3_1,4
38,5,4613.62,"[397.9, 179.8, 62.6, 73.7]",0,166,397.9,429.2,460.5,179.8,216.65,253.5,62.6,73.7,14,3,3_1,4
38,7,69199.56,"[138.8, 334.2, 273.3, 253.2]",0,167,138.8,275.45000000000005,412.1,334.2,460.8,587.4,273.3,253.2,14,3,3_1,4
38,7,54658.8,"[88.4, 440.4, 289.2, 189.0]",0,168,88.4,233.0,377.6,440.4,534.9,629.4,289.2,189.0,14,3,3_1,4
38,7,165085.5,"[386.0, 298.7, 392.5, 420.6]",0,169,386.0,582.25,778.5,298.7,509.0,719.3,392.5,420.6,14,3,3_1,4
38,7,181644.98,"[497.4, 532.8, 411.8, 441.1]",0,170,497.4,703.3,909.2,532.8,753.3499999999999,973.9,411.8,441.1,14,3,3_1,4
38,7,4271.4,"[534.7, 197.6, 94.5, 45.2]",0,171,534.7,581.95,629.2,197.6,220.2,242.8,94.5,45.2,14,3,3_1,4
38,5,1590.45,"[265.1, 269.7, 46.1, 34.5]",0,172,265.1,288.15000000000003,311.20000000000005,269.7,286.95,304.2,46.1,34.5,14,3,3_1,4
39,2,60703.45,"[258.9, 454.9, 312.1, 194.5]",0,173,258.9,414.95,571.0,454.9,552.15,649.4,312.1,194.5,1,1,1_0,1
40,0,106768.83,"[360.6, 334.2, 272.3, 392.1]",0,174,360.6,496.75,632.9000000000001,334.2,530.25,726.3,272.3,392.1,1,1,1_0,2
41,0,107125.1,"[464.3, 0.0, 559.4, 191.5]",0,175,464.3,744.0,1023.7,0.0,95.75,191.5,559.4,191.5,4,3,3_0,3
